player,position,age,club,league,market_value,appearances,goals,assists,yellow_cards,red_cards,minutes,club_id,logo_url
Fynn Schenten,Centre-Forward,18,1.FC Köln,Bundesliga,1000000.0,7.0,0.0,0.0,0.0,0.0,97.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Malek El Mala,Centre-Forward,21,1.FC Köln,Bundesliga,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Kamil Grabara,Goalkeeper,27,VfL Wolfsburg,Bundesliga,12000000.0,33.0,0.0,0.0,1.0,0.0,2970.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Marius Müller,Goalkeeper,32,VfL Wolfsburg,Bundesliga,1000000.0,1.0,0.0,0.0,2.0,1.0,90.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Jakub Zielinski,Goalkeeper,18,VfL Wolfsburg,Bundesliga,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Pavao Pervan,Goalkeeper,38,VfL Wolfsburg,Bundesliga,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Konstantinos Koulierakis,Centre-Back,22,VfL Wolfsburg,Bundesliga,25000000.0,29.0,3.0,1.0,5.0,0.0,2450.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Jeanuël Belocian,Centre-Back,21,VfL Wolfsburg,Bundesliga,12000000.0,23.0,0.0,1.0,3.0,0.0,1557.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Jonas Adjetey,Centre-Back,22,VfL Wolfsburg,Bundesliga,7000000.0,4.0,0.0,0.0,1.0,0.0,137.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Denis Vavro,Centre-Back,30,VfL Wolfsburg,Bundesliga,5000000.0,16.0,1.0,0.0,2.0,0.0,1005.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Jenson Seelt,Centre-Back,22,VfL Wolfsburg,Bundesliga,5000000.0,10.0,0.0,0.0,0.0,0.0,716.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Moritz Jenz,Centre-Back,27,VfL Wolfsburg,Bundesliga,5000000.0,23.0,2.0,0.0,6.0,0.0,1869.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Cleiton,Centre-Back,23,VfL Wolfsburg,Bundesliga,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Joakim Maehle,Left-Back,28,VfL Wolfsburg,Bundesliga,7000000.0,16.0,1.0,2.0,1.0,0.0,1151.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Aaron Zehnter,Left-Back,21,VfL Wolfsburg,Bundesliga,6000000.0,21.0,2.0,0.0,1.0,0.0,1534.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Rogério,Left-Back,28,VfL Wolfsburg,Bundesliga,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Saël Kumbedi,Right-Back,21,VfL Wolfsburg,Bundesliga,12000000.0,24.0,0.0,5.0,3.0,0.0,1783.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Kilian Fischer,Right-Back,25,VfL Wolfsburg,Bundesliga,5000000.0,12.0,0.0,1.0,0.0,0.0,894.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Jan Bürger,Right-Back,19,VfL Wolfsburg,Bundesliga,3000000.0,7.0,0.0,0.0,0.0,0.0,246.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Vini Souza,Defensive Midfield,26,VfL Wolfsburg,Bundesliga,8000000.0,24.0,0.0,0.0,6.0,0.0,1766.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Mattias Svanberg,Central Midfield,27,VfL Wolfsburg,Bundesliga,9000000.0,23.0,5.0,2.0,4.0,0.0,795.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Maximilian Arnold,Central Midfield,31,VfL Wolfsburg,Bundesliga,4500000.0,27.0,1.0,4.0,5.0,0.0,2034.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Pharell Hensel,Central Midfield,18,VfL Wolfsburg,Bundesliga,3000000.0,5.0,0.0,0.0,0.0,0.0,69.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Yannick Gerhardt,Central Midfield,32,VfL Wolfsburg,Bundesliga,2000000.0,18.0,1.0,1.0,1.0,0.0,1063.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Kevin Paredes,Left Midfield,23,VfL Wolfsburg,Bundesliga,3000000.0,6.0,0.0,0.0,1.0,0.0,161.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Lovro Majer,Attacking Midfield,28,VfL Wolfsburg,Bundesliga,10000000.0,27.0,3.0,5.0,5.0,0.0,1410.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Bence Dárdai,Attacking Midfield,20,VfL Wolfsburg,Bundesliga,7000000.0,3.0,0.0,0.0,0.0,0.0,55.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Christian Eriksen,Attacking Midfield,34,VfL Wolfsburg,Bundesliga,3000000.0,30.0,3.0,8.0,4.0,0.0,2357.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Patrick Wimmer,Right Winger,24,VfL Wolfsburg,Bundesliga,15000000.0,26.0,4.0,6.0,5.0,0.0,1702.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Adam Daghim,Right Winger,20,VfL Wolfsburg,Bundesliga,7500000.0,26.0,2.0,3.0,2.0,0.0,1241.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Jesper Lindstrøm,Right Winger,26,VfL Wolfsburg,Bundesliga,5000000.0,12.0,0.0,0.0,2.0,0.0,373.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Mohamed Amoura,Centre-Forward,26,VfL Wolfsburg,Bundesliga,27000000.0,30.0,8.0,4.0,3.0,0.0,2017.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Dzenan Pejcinovic,Centre-Forward,21,VfL Wolfsburg,Bundesliga,10000000.0,30.0,10.0,1.0,1.0,0.0,1411.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Kento Shiogai,Centre-Forward,21,VfL Wolfsburg,Bundesliga,8000000.0,10.0,1.0,0.0,1.0,0.0,295.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Jonas Wind,Centre-Forward,27,VfL Wolfsburg,Bundesliga,5000000.0,11.0,1.0,0.0,1.0,0.0,480.0,82,https://tmssl.akamaized.net/images/wappen/medium/82.png
Robin Zentner,Goalkeeper,31,1.FSV Mainz 05,Bundesliga,3000000.0,17.0,0.0,0.0,4.0,1.0,1441.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Lasse Rieß,Goalkeeper,24,1.FSV Mainz 05,Bundesliga,500000.0,5.0,0.0,0.0,0.0,0.0,357.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Daniel Batz,Goalkeeper,35,1.FSV Mainz 05,Bundesliga,350000.0,26.0,0.0,0.0,3.0,0.0,2340.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Kacper Potulski,Centre-Back,18,1.FSV Mainz 05,Bundesliga,12000000.0,21.0,1.0,0.0,3.0,0.0,1378.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Stefan Posch,Centre-Back,29,1.FSV Mainz 05,Bundesliga,5500000.0,33.0,3.0,0.0,7.0,0.0,2061.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Andreas Hanche-Olsen,Centre-Back,29,1.FSV Mainz 05,Bundesliga,4000000.0,21.0,0.0,0.0,5.0,0.0,1397.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Dominik Kohr,Centre-Back,32,1.FSV Mainz 05,Bundesliga,2000000.0,40.0,2.0,0.0,14.0,1.0,3257.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Danny da Costa,Centre-Back,32,1.FSV Mainz 05,Bundesliga,1200000.0,43.0,2.0,4.0,3.0,0.0,3624.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Maxim Leitsch,Centre-Back,28,1.FSV Mainz 05,Bundesliga,1000000.0,5.0,0.0,0.0,0.0,0.0,215.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Stefan Bell,Centre-Back,34,1.FSV Mainz 05,Bundesliga,600000.0,23.0,3.0,2.0,6.0,0.0,1393.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Maxim Dal,Centre-Back,20,1.FSV Mainz 05,Bundesliga,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Phillipp Mwene,Left-Back,32,1.FSV Mainz 05,Bundesliga,1500000.0,37.0,1.0,5.0,4.0,0.0,2601.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Kasey Bos,Left-Back,22,1.FSV Mainz 05,Bundesliga,450000.0,0.0,0.0,0.0,0.0,0.0,0.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Anthony Caci,Right-Back,28,1.FSV Mainz 05,Bundesliga,8000000.0,11.0,0.0,1.0,2.0,0.0,616.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Silvan Widmer,Right-Back,33,1.FSV Mainz 05,Bundesliga,800000.0,39.0,3.0,1.0,5.0,0.0,2487.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Kaishu Sano,Defensive Midfield,25,1.FSV Mainz 05,Bundesliga,25000000.0,46.0,2.0,5.0,1.0,0.0,3984.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Lennard Maloney,Defensive Midfield,26,1.FSV Mainz 05,Bundesliga,2500000.0,31.0,0.0,0.0,2.0,0.0,786.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Sota Kawasaki,Defensive Midfield,24,1.FSV Mainz 05,Bundesliga,1500000.0,18.0,1.0,1.0,2.0,0.0,677.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Niklas Tauer,Defensive Midfield,25,1.FSV Mainz 05,Bundesliga,350000.0,0.0,0.0,0.0,0.0,0.0,0.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Nadiem Amiri,Central Midfield,29,1.FSV Mainz 05,Bundesliga,17000000.0,33.0,16.0,4.0,9.0,1.0,2678.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Daniel Gleiber,Central Midfield,21,1.FSV Mainz 05,Bundesliga,300000.0,1.0,0.0,0.0,0.0,0.0,24.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Nikolas Veratschnig,Right Midfield,23,1.FSV Mainz 05,Bundesliga,1500000.0,28.0,0.0,1.0,5.0,0.0,928.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Paul Nebel,Attacking Midfield,23,1.FSV Mainz 05,Bundesliga,15000000.0,42.0,5.0,4.0,4.0,2.0,3007.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Jae-sung Lee,Attacking Midfield,33,1.FSV Mainz 05,Bundesliga,2000000.0,37.0,6.0,4.0,3.0,0.0,2742.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Sheraldo Becker,Left Winger,31,1.FSV Mainz 05,Bundesliga,1500000.0,23.0,3.0,5.0,1.0,0.0,1156.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Silas,Right Winger,27,1.FSV Mainz 05,Bundesliga,3000000.0,9.0,1.0,0.0,1.0,0.0,400.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Armindo Sieb,Second Striker,23,1.FSV Mainz 05,Bundesliga,3000000.0,32.0,3.0,0.0,3.0,0.0,938.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Nelson Weiper,Centre-Forward,21,1.FSV Mainz 05,Bundesliga,10000000.0,32.0,2.0,0.0,1.0,0.0,1135.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Benedict Hollerbach,Centre-Forward,25,1.FSV Mainz 05,Bundesliga,8000000.0,21.0,2.0,4.0,0.0,0.0,1193.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
William Bøving,Centre-Forward,23,1.FSV Mainz 05,Bundesliga,3500000.0,18.0,0.0,1.0,1.0,0.0,513.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Phillip Tietz,Centre-Forward,28,1.FSV Mainz 05,Bundesliga,3500000.0,33.0,5.0,3.0,6.0,0.0,2118.0,39,https://tmssl.akamaized.net/images/wappen/medium/39.png
Mio Backhaus,Goalkeeper,22,SV Werder Bremen,Bundesliga,12000000.0,30.0,0.0,0.0,1.0,0.0,2700.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Karl Hein,Goalkeeper,24,SV Werder Bremen,Bundesliga,3000000.0,2.0,0.0,0.0,0.0,0.0,180.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Markus Kolke,Goalkeeper,35,SV Werder Bremen,Bundesliga,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Stefan Smarkalev,Goalkeeper,19,SV Werder Bremen,Bundesliga,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Karim Coulibaly,Centre-Back,18,SV Werder Bremen,Bundesliga,22000000.0,26.0,1.0,0.0,3.0,0.0,2032.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Marco Friedl,Centre-Back,28,SV Werder Bremen,Bundesliga,12000000.0,29.0,1.0,0.0,10.0,1.0,2504.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Amos Pieper,Centre-Back,28,SV Werder Bremen,Bundesliga,4000000.0,17.0,0.0,0.0,4.0,0.0,1369.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Niklas Stark,Centre-Back,31,SV Werder Bremen,Bundesliga,3500000.0,15.0,0.0,0.0,4.0,0.0,791.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Maximilian Wöber,Centre-Back,28,SV Werder Bremen,Bundesliga,3000000.0,2.0,0.0,0.0,0.0,0.0,104.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Julián Malatini,Centre-Back,24,SV Werder Bremen,Bundesliga,2000000.0,11.0,0.0,0.0,3.0,0.0,516.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Mick Schmetgens,Centre-Back,18,SV Werder Bremen,Bundesliga,700000.0,2.0,0.0,0.0,0.0,0.0,36.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Felix Agu,Left-Back,26,SV Werder Bremen,Bundesliga,6000000.0,12.0,0.0,1.0,1.0,0.0,837.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Olivier Deman,Left-Back,26,SV Werder Bremen,Bundesliga,3000000.0,15.0,1.0,3.0,4.0,0.0,1086.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Isaac Schmidt,Left-Back,26,SV Werder Bremen,Bundesliga,2200000.0,17.0,1.0,0.0,2.0,0.0,555.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Yukinari Sugawara,Right-Back,25,SV Werder Bremen,Bundesliga,7500000.0,30.0,0.0,6.0,2.0,0.0,2429.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Mitchell Weiser,Right-Back,32,SV Werder Bremen,Bundesliga,3500000.0,0.0,0.0,0.0,0.0,0.0,0.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Senne Lynen,Defensive Midfield,27,SV Werder Bremen,Bundesliga,10000000.0,30.0,0.0,1.0,5.0,0.0,2667.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Wesley Adeh,Defensive Midfield,19,SV Werder Bremen,Bundesliga,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Jens Stage,Central Midfield,29,SV Werder Bremen,Bundesliga,14000000.0,27.0,10.0,2.0,5.0,0.0,2307.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Cameron Puertas,Central Midfield,27,SV Werder Bremen,Bundesliga,8000000.0,26.0,1.0,2.0,5.0,0.0,1692.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Leonardo Bittencourt,Central Midfield,32,SV Werder Bremen,Bundesliga,1200000.0,17.0,0.0,1.0,5.0,0.0,663.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Romano Schmid,Attacking Midfield,26,SV Werder Bremen,Bundesliga,15000000.0,33.0,4.0,8.0,4.0,0.0,2922.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Patrice Covic,Attacking Midfield,18,SV Werder Bremen,Bundesliga,4000000.0,15.0,1.0,0.0,1.0,0.0,393.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Samuel Mbangula,Left Winger,22,SV Werder Bremen,Bundesliga,10000000.0,25.0,3.0,4.0,0.0,0.0,1160.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Marco Grüll,Left Winger,27,SV Werder Bremen,Bundesliga,6000000.0,32.0,3.0,1.0,5.0,0.0,2046.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Justin Njinmah,Right Winger,25,SV Werder Bremen,Bundesliga,7000000.0,32.0,5.0,0.0,1.0,0.0,1835.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Jovan Milosevic,Centre-Forward,20,SV Werder Bremen,Bundesliga,7000000.0,13.0,3.0,1.0,2.0,0.0,483.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Victor Boniface,Centre-Forward,25,SV Werder Bremen,Bundesliga,5000000.0,11.0,0.0,2.0,1.0,0.0,326.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Keke Topp,Centre-Forward,22,SV Werder Bremen,Bundesliga,3500000.0,21.0,1.0,1.0,4.0,0.0,647.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Salim Musah,Centre-Forward,20,SV Werder Bremen,Bundesliga,500000.0,6.0,1.0,0.0,0.0,0.0,115.0,86,https://tmssl.akamaized.net/images/wappen/medium/86.png
Finn Dahmen,Goalkeeper,28,FC Augsburg,Bundesliga,12000000.0,33.0,0.0,0.0,1.0,0.0,2970.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Nediljko Labrovic,Goalkeeper,26,FC Augsburg,Bundesliga,2000000.0,1.0,0.0,0.0,0.0,0.0,90.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Daniel Klein,Goalkeeper,25,FC Augsburg,Bundesliga,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Chrislain Matsima,Centre-Back,24,FC Augsburg,Bundesliga,22000000.0,18.0,1.0,1.0,6.0,0.0,1509.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Noahkai Banks,Centre-Back,19,FC Augsburg,Bundesliga,22000000.0,22.0,1.0,1.0,8.0,0.0,1698.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Keven Schlotterbeck,Centre-Back,29,FC Augsburg,Bundesliga,6000000.0,26.0,0.0,2.0,5.0,0.0,2124.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Cédric Zesiger,Centre-Back,27,FC Augsburg,Bundesliga,5000000.0,27.0,0.0,0.0,7.0,0.0,1729.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Arthur Chaves,Centre-Back,25,FC Augsburg,Bundesliga,4000000.0,16.0,2.0,0.0,2.0,0.0,1070.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Jeffrey Gouweleeuw,Centre-Back,34,FC Augsburg,Bundesliga,1000000.0,10.0,0.0,1.0,3.0,0.0,761.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Felix Meiser,Centre-Back,19,FC Augsburg,Bundesliga,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Dimitrios Giannoulis,Left-Back,30,FC Augsburg,Bundesliga,3000000.0,28.0,2.0,5.0,8.0,0.0,1963.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Mads Pedersen,Left-Back,29,FC Augsburg,Bundesliga,1000000.0,6.0,0.0,0.0,0.0,0.0,176.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Oliver Sorg,Left-Back,18,FC Augsburg,Bundesliga,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Marius Wolf,Right-Back,30,FC Augsburg,Bundesliga,2500000.0,29.0,1.0,2.0,3.0,0.0,1039.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Kristijan Jakic,Defensive Midfield,29,FC Augsburg,Bundesliga,6000000.0,27.0,2.0,1.0,5.0,0.0,1772.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Robin Fellhauer,Defensive Midfield,28,FC Augsburg,Bundesliga,3000000.0,34.0,2.0,3.0,2.0,0.0,2778.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Yannik Keitel,Defensive Midfield,26,FC Augsburg,Bundesliga,2000000.0,4.0,0.0,0.0,2.0,0.0,164.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Mahmut Kücüksahin,Defensive Midfield,22,FC Augsburg,Bundesliga,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Han-Noah Massengo,Central Midfield,24,FC Augsburg,Bundesliga,6000000.0,32.0,2.0,1.0,4.0,0.0,2464.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Elvis Rexhbecaj,Central Midfield,28,FC Augsburg,Bundesliga,3500000.0,27.0,2.0,0.0,3.0,0.0,1199.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Alexis Claude-Maurice,Attacking Midfield,27,FC Augsburg,Bundesliga,15000000.0,29.0,5.0,4.0,3.0,0.0,2110.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Mert Kömür,Attacking Midfield,20,FC Augsburg,Bundesliga,12000000.0,28.0,2.0,3.0,1.0,0.0,1450.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Fabian Rieder,Attacking Midfield,24,FC Augsburg,Bundesliga,8000000.0,34.0,6.0,4.0,4.0,0.0,2350.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Anton Kade,Attacking Midfield,22,FC Augsburg,Bundesliga,7500000.0,27.0,6.0,1.0,4.0,0.0,1644.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Ismaël Gharbi,Left Winger,22,FC Augsburg,Bundesliga,5000000.0,7.0,0.0,0.0,0.0,0.0,178.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Rodrigo Ribeiro,Centre-Forward,21,FC Augsburg,Bundesliga,4000000.0,12.0,2.0,0.0,1.0,0.0,587.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Uchenna Ogundu,Centre-Forward,20,FC Augsburg,Bundesliga,4000000.0,4.0,0.0,1.0,0.0,0.0,30.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Michael Gregoritsch,Centre-Forward,32,FC Augsburg,Bundesliga,1500000.0,15.0,4.0,3.0,2.0,0.0,761.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Thomas Kastanaras,Centre-Forward,23,FC Augsburg,Bundesliga,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,167,https://tmssl.akamaized.net/images/wappen/medium/167.png
Moritz Nicolas,Goalkeeper,28,Borussia Mönchengladbach,Bundesliga,6000000.0,35.0,0.0,0.0,1.0,0.0,3150.0,18,https://tmssl.akamaized.net/images/wappen/medium/18.png
Tiago Pereira Cardoso,Goalkeeper,20,Borussia Mönchengladbach,Bundesliga,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,18,https://tmssl.akamaized.net/images/wappen/medium/18.png
Jan Olschowsky,Goalkeeper,24,Borussia Mönchengladbach,Bundesliga,450000.0,0.0,0.0,0.0,0.0,0.0,0.0,18,https://tmssl.akamaized.net/images/wappen/medium/18.png
Tobias Sippel,Goalkeeper,38,Borussia Mönchengladbach,Bundesliga,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,18,https://tmssl.akamaized.net/images/wappen/medium/18.png
Nico Elvedi,Centre-Back,29,Borussia Mönchengladbach,Bundesliga,8000000.0,35.0,2.0,1.0,5.0,0.0,3147.0,18,https://tmssl.akamaized.net/images/wappen/medium/18.png
Kevin Diks,Centre-Back,29,Borussia Mönchengladbach,Bundesliga,5000000.0,31.0,4.0,0.0,6.0,0.0,2508.0,18,https://tmssl.akamaized.net/images/wappen/medium/18.png
Kota Takai,Centre-Back,21,Borussia Mönchengladbach,Bundesliga,5000000.0,8.0,0.0,0.0,1.0,0.0,339.0,18,https://tmssl.akamaized.net/images/wappen/medium/18.png
Fabio Chiarodia,Centre-Back,20,Borussia Mönchengladbach,Bundesliga,3000000.0,15.0,0.0,1.0,1.0,0.0,661.0,18,https://tmssl.akamaized.net/images/wappen/medium/18.png
Marvin Friedrich,Centre-Back,30,Borussia Mönchengladbach,Bundesliga,1800000.0,7.0,0.0,0.0,0.0,0.0,149.0,18,https://tmssl.akamaized.net/images/wappen/medium/18.png
Lukas Ullrich,Left-Back,22,Borussia Mönchengladbach,Bundesliga,7000000.0,23.0,0.0,0.0,2.0,0.0,1344.0,18,https://tmssl.akamaized.net/images/wappen/medium/18.png
Joe Scally,Right-Back,23,Borussia Mönchengladbach,Bundesliga,7000000.0,33.0,2.0,3.0,7.0,0.0,2612.0,18,https://tmssl.akamaized.net/images/wappen/medium/18.png
Yannik Engelhardt,Defensive Midfield,25,Borussia Mönchengladbach,Bundesliga,6000000.0,31.0,2.0,2.0,8.0,0.0,2491.0,18,https://tmssl.akamaized.net/images/wappen/medium/18.png
Philipp Sander,Defensive Midfield,28,Borussia Mönchengladbach,Bundesliga,4000000.0,30.0,2.0,0.0,2.0,0.0,2451.0,18,https://tmssl.akamaized.net/images/wappen/medium/18.png
Niklas Swider,Defensive Midfield,19,Borussia Mönchengladbach,Bundesliga,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,18,https://tmssl.akamaized.net/images/wappen/medium/18.png
Rocco Reitz,Central Midfield,23,Borussia Mönchengladbach,Bundesliga,20000000.0,33.0,0.0,3.0,8.0,1.0,2751.0,18,https://tmssl.akamaized.net/images/wappen/medium/18.png
Jens Castrop,Central Midfield,22,Borussia Mönchengladbach,Bundesliga,6000000.0,28.0,3.0,1.0,2.0,2.0,1618.0,18,https://tmssl.akamaized.net/images/wappen/medium/18.png
Florian Neuhaus,Central Midfield,29,Borussia Mönchengladbach,Bundesliga,3500000.0,18.0,0.0,1.0,0.0,0.0,952.0,18,https://tmssl.akamaized.net/images/wappen/medium/18.png
Wael Mohya,Attacking Midfield,17,Borussia Mönchengladbach,Bundesliga,10000000.0,15.0,2.0,0.0,0.0,0.0,429.0,18,https://tmssl.akamaized.net/images/wappen/medium/18.png
Giovanni Reyna,Attacking Midfield,23,Borussia Mönchengladbach,Bundesliga,4000000.0,18.0,0.0,1.0,1.0,0.0,522.0,18,https://tmssl.akamaized.net/images/wappen/medium/18.png
Kevin Stöger,Attacking Midfield,32,Borussia Mönchengladbach,Bundesliga,2000000.0,30.0,1.0,4.0,3.0,0.0,1448.0,18,https://tmssl.akamaized.net/images/wappen/medium/18.png
