player,position,age,club,league,market_value,appearances,goals,assists,yellow_cards,red_cards,minutes,club_id,logo_url
Jamie Leweling,Right Winger,25,VfB Stuttgart,Bundesliga,40000000.0,47.0,11.0,11.0,6.0,0.0,3270.0,79,https://tmssl.akamaized.net/images/wappen/medium/79.png
Tiago Tomás,Right Winger,23,VfB Stuttgart,Bundesliga,15000000.0,36.0,8.0,4.0,4.0,0.0,1589.0,79,https://tmssl.akamaized.net/images/wappen/medium/79.png
Badredine Bouanani,Right Winger,21,VfB Stuttgart,Bundesliga,12000000.0,32.0,2.0,2.0,2.0,0.0,1247.0,79,https://tmssl.akamaized.net/images/wappen/medium/79.png
Lazar Jovanovic,Right Winger,19,VfB Stuttgart,Bundesliga,3500000.0,6.0,0.0,0.0,1.0,0.0,124.0,79,https://tmssl.akamaized.net/images/wappen/medium/79.png
Noah Darvich,Right Winger,19,VfB Stuttgart,Bundesliga,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,79,https://tmssl.akamaized.net/images/wappen/medium/79.png
Ermedin Demirovic,Centre-Forward,28,VfB Stuttgart,Bundesliga,22000000.0,35.0,14.0,4.0,6.0,0.0,2107.0,79,https://tmssl.akamaized.net/images/wappen/medium/79.png
Deniz Undav,Centre-Forward,29,VfB Stuttgart,Bundesliga,22000000.0,43.0,24.0,13.0,8.0,0.0,3397.0,79,https://tmssl.akamaized.net/images/wappen/medium/79.png
Jeremy Arévalo,Centre-Forward,21,VfB Stuttgart,Bundesliga,7000000.0,7.0,0.0,1.0,0.0,0.0,32.0,79,https://tmssl.akamaized.net/images/wappen/medium/79.png
Kauã Santos,Goalkeeper,23,Eintracht Frankfurt,Bundesliga,7000000.0,16.0,0.0,0.0,0.0,0.0,1355.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Michael Zetterer,Goalkeeper,30,Eintracht Frankfurt,Bundesliga,4500000.0,27.0,0.0,0.0,2.0,0.0,2455.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Jens Grahl,Goalkeeper,37,Eintracht Frankfurt,Bundesliga,200000.0,1.0,0.0,0.0,0.0,0.0,90.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Arthur Theate,Centre-Back,25,Eintracht Frankfurt,Bundesliga,20000000.0,32.0,1.0,1.0,8.0,0.0,2894.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Nnamdi Collins,Centre-Back,22,Eintracht Frankfurt,Bundesliga,20000000.0,30.0,1.0,2.0,5.0,0.0,2032.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Robin Koch,Centre-Back,29,Eintracht Frankfurt,Bundesliga,15000000.0,40.0,3.0,3.0,1.0,0.0,3575.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Aurèle Amenda,Centre-Back,22,Eintracht Frankfurt,Bundesliga,8000000.0,27.0,0.0,0.0,5.0,0.0,1719.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Nathaniel Brown,Left-Back,22,Eintracht Frankfurt,Bundesliga,35000000.0,40.0,4.0,6.0,4.0,0.0,3281.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Keita Kosugi,Left-Back,20,Eintracht Frankfurt,Bundesliga,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Rasmus Kristensen,Right-Back,28,Eintracht Frankfurt,Bundesliga,12000000.0,27.0,3.0,0.0,6.0,0.0,2001.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Elias Baum,Right-Back,20,Eintracht Frankfurt,Bundesliga,4000000.0,5.0,0.0,0.0,0.0,0.0,71.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Timothy Chandler,Right-Back,36,Eintracht Frankfurt,Bundesliga,350000.0,0.0,0.0,0.0,0.0,0.0,0.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Ellyes Skhiri,Defensive Midfield,31,Eintracht Frankfurt,Bundesliga,6000000.0,32.0,0.0,0.0,1.0,0.0,1674.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Hugo Larsson,Central Midfield,21,Eintracht Frankfurt,Bundesliga,32000000.0,34.0,2.0,3.0,0.0,0.0,2481.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Oscar Højlund,Central Midfield,21,Eintracht Frankfurt,Bundesliga,10000000.0,28.0,1.0,2.0,2.0,0.0,1219.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Mahmoud Dahoud,Central Midfield,30,Eintracht Frankfurt,Bundesliga,2000000.0,17.0,2.0,2.0,0.0,0.0,740.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Can Uzun,Attacking Midfield,20,Eintracht Frankfurt,Bundesliga,45000000.0,26.0,9.0,6.0,3.0,0.0,1376.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Farès Chaïbi,Attacking Midfield,23,Eintracht Frankfurt,Bundesliga,15000000.0,36.0,3.0,10.0,2.0,0.0,2404.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Love Arrhov,Attacking Midfield,18,Eintracht Frankfurt,Bundesliga,5000000.0,5.0,0.0,0.0,1.0,0.0,62.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Mario Götze,Attacking Midfield,33,Eintracht Frankfurt,Bundesliga,3500000.0,27.0,0.0,2.0,1.0,0.0,1278.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Jean-Mattéo Bahoya,Left Winger,21,Eintracht Frankfurt,Bundesliga,25000000.0,35.0,4.0,4.0,2.0,0.0,1596.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Ritsu Doan,Right Winger,27,Eintracht Frankfurt,Bundesliga,20000000.0,38.0,7.0,6.0,6.0,0.0,2885.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Ansgar Knauff,Right Winger,24,Eintracht Frankfurt,Bundesliga,15000000.0,36.0,7.0,3.0,4.0,0.0,1949.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Ayoube Amaimouni-Echghouyab,Right Winger,21,Eintracht Frankfurt,Bundesliga,7000000.0,16.0,2.0,3.0,1.0,0.0,567.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Jonathan Burkardt,Centre-Forward,25,Eintracht Frankfurt,Bundesliga,35000000.0,27.0,12.0,2.0,2.0,0.0,1844.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Arnaud Kalimuendo,Centre-Forward,24,Eintracht Frankfurt,Bundesliga,25000000.0,31.0,8.0,1.0,4.0,0.0,1691.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Younes Ebnoutalib,Centre-Forward,22,Eintracht Frankfurt,Bundesliga,8000000.0,5.0,1.0,0.0,0.0,0.0,131.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Michy Batshuayi,Centre-Forward,32,Eintracht Frankfurt,Bundesliga,3000000.0,10.0,1.0,0.0,1.0,0.0,171.0,24,https://tmssl.akamaized.net/images/wappen/medium/24.png
Mark Flekken,Goalkeeper,32,Bayer 04 Leverkusen,Bundesliga,8000000.0,32.0,0.0,0.0,1.0,0.0,2880.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Jonas Omlin,Goalkeeper,32,Bayer 04 Leverkusen,Bundesliga,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Janis Blaswich,Goalkeeper,35,Bayer 04 Leverkusen,Bundesliga,700000.0,18.0,0.0,0.0,1.0,0.0,1560.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Niklas Lomb,Goalkeeper,32,Bayer 04 Leverkusen,Bundesliga,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Jarell Quansah,Centre-Back,23,Bayer 04 Leverkusen,Bundesliga,45000000.0,42.0,4.0,0.0,9.0,0.0,3530.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Edmond Tapsoba,Centre-Back,27,Bayer 04 Leverkusen,Bundesliga,35000000.0,42.0,5.0,3.0,12.0,0.0,3687.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Loïc Badé,Centre-Back,26,Bayer 04 Leverkusen,Bundesliga,25000000.0,34.0,0.0,0.0,5.0,0.0,2382.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Axel Tape,Centre-Back,18,Bayer 04 Leverkusen,Bundesliga,8000000.0,8.0,0.0,0.0,1.0,0.0,288.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Tim Oermann,Centre-Back,22,Bayer 04 Leverkusen,Bundesliga,4000000.0,2.0,0.0,0.0,0.0,0.0,16.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Issa Traoré,Centre-Back,18,Bayer 04 Leverkusen,Bundesliga,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Alejandro Grimaldo,Left-Back,30,Bayer 04 Leverkusen,Bundesliga,24000000.0,44.0,14.0,12.0,8.0,0.0,3858.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Arthur,Right-Back,23,Bayer 04 Leverkusen,Bundesliga,7000000.0,29.0,2.0,3.0,2.0,0.0,1660.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Lucas Vázquez,Right-Back,34,Bayer 04 Leverkusen,Bundesliga,2500000.0,18.0,1.0,3.0,3.0,0.0,933.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Equi Fernández,Defensive Midfield,23,Bayer 04 Leverkusen,Bundesliga,22000000.0,30.0,0.0,1.0,2.0,0.0,1457.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Robert Andrich,Defensive Midfield,31,Bayer 04 Leverkusen,Bundesliga,7000000.0,44.0,3.0,2.0,7.0,1.0,3613.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Exequiel Palacios,Central Midfield,27,Bayer 04 Leverkusen,Bundesliga,30000000.0,23.0,0.0,1.0,4.0,0.0,1400.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Aleix García,Central Midfield,28,Bayer 04 Leverkusen,Bundesliga,20000000.0,48.0,5.0,10.0,10.0,0.0,4011.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Ibrahim Maza,Attacking Midfield,20,Bayer 04 Leverkusen,Bundesliga,40000000.0,42.0,5.0,7.0,3.0,0.0,2764.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Malik Tillman,Attacking Midfield,23,Bayer 04 Leverkusen,Bundesliga,30000000.0,40.0,8.0,1.0,4.0,0.0,2248.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Jonas Hofmann,Attacking Midfield,33,Bayer 04 Leverkusen,Bundesliga,2000000.0,27.0,3.0,3.0,3.0,0.0,1260.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Eliesse Ben Seghir,Left Winger,21,Bayer 04 Leverkusen,Bundesliga,20000000.0,15.0,0.0,0.0,2.0,0.0,414.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Martin Terrier,Left Winger,29,Bayer 04 Leverkusen,Bundesliga,12000000.0,24.0,5.0,1.0,1.0,0.0,1008.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Ernest Poku,Right Winger,22,Bayer 04 Leverkusen,Bundesliga,25000000.0,44.0,5.0,8.0,2.0,0.0,2477.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Nathan Tella,Right Winger,26,Bayer 04 Leverkusen,Bundesliga,15000000.0,22.0,1.0,6.0,2.0,0.0,1045.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Montrell Culbreath,Right Winger,18,Bayer 04 Leverkusen,Bundesliga,5000000.0,14.0,1.0,0.0,0.0,0.0,682.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Christian Kofane,Centre-Forward,19,Bayer 04 Leverkusen,Bundesliga,40000000.0,43.0,7.0,8.0,5.0,0.0,1906.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Patrik Schick,Centre-Forward,30,Bayer 04 Leverkusen,Bundesliga,20000000.0,40.0,22.0,4.0,2.0,0.0,2684.0,15,https://tmssl.akamaized.net/images/wappen/medium/15.png
Oliver Baumann,Goalkeeper,35,TSG 1899 Hoffenheim,Bundesliga,3000000.0,34.0,0.0,0.0,3.0,0.0,3090.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Luca Philipp,Goalkeeper,25,TSG 1899 Hoffenheim,Bundesliga,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Lúkas Petersson,Goalkeeper,22,TSG 1899 Hoffenheim,Bundesliga,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Albian Hajdari,Centre-Back,23,TSG 1899 Hoffenheim,Bundesliga,20000000.0,29.0,1.0,2.0,10.0,0.0,2405.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Robin Hranac,Centre-Back,26,TSG 1899 Hoffenheim,Bundesliga,10000000.0,30.0,1.0,0.0,6.0,0.0,2404.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Ozan Kabak,Centre-Back,26,TSG 1899 Hoffenheim,Bundesliga,10000000.0,24.0,4.0,0.0,4.0,0.0,1600.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Koki Machida,Centre-Back,28,TSG 1899 Hoffenheim,Bundesliga,7000000.0,2.0,0.0,0.0,2.0,0.0,135.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Kevin Akpoguma,Centre-Back,31,TSG 1899 Hoffenheim,Bundesliga,2000000.0,8.0,0.0,0.0,0.0,1.0,57.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Kelven Frees,Centre-Back,21,TSG 1899 Hoffenheim,Bundesliga,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Bernardo,Left-Back,31,TSG 1899 Hoffenheim,Bundesliga,5000000.0,29.0,0.0,0.0,8.0,0.0,2382.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Valentin Gendrey,Right-Back,25,TSG 1899 Hoffenheim,Bundesliga,7000000.0,8.0,1.0,1.0,0.0,0.0,53.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Vladimír Coufal,Right-Back,33,TSG 1899 Hoffenheim,Bundesliga,2700000.0,33.0,1.0,9.0,4.0,0.0,2928.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Leon Avdullahu,Defensive Midfield,22,TSG 1899 Hoffenheim,Bundesliga,25000000.0,33.0,0.0,1.0,4.0,0.0,2868.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Wouter Burger,Defensive Midfield,25,TSG 1899 Hoffenheim,Bundesliga,20000000.0,30.0,5.0,9.0,7.0,1.0,2400.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Luis Engelns,Central Midfield,19,TSG 1899 Hoffenheim,Bundesliga,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Grischa Prömel,Central Midfield,31,TSG 1899 Hoffenheim,Bundesliga,3500000.0,32.0,8.0,2.0,6.0,0.0,1791.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Luka Duric,Central Midfield,22,TSG 1899 Hoffenheim,Bundesliga,450000.0,1.0,0.0,0.0,0.0,0.0,9.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Alexander Prass,Left Midfield,24,TSG 1899 Hoffenheim,Bundesliga,7000000.0,32.0,3.0,2.0,3.0,0.0,1349.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Muhammed Damar,Attacking Midfield,22,TSG 1899 Hoffenheim,Bundesliga,5000000.0,16.0,0.0,1.0,0.0,0.0,279.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Andrej Kramaric,Attacking Midfield,34,TSG 1899 Hoffenheim,Bundesliga,3000000.0,34.0,15.0,7.0,3.0,0.0,2278.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Bazoumana Touré,Left Winger,20,TSG 1899 Hoffenheim,Bundesliga,35000000.0,30.0,4.0,12.0,2.0,0.0,2392.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Cole Campbell,Right Winger,20,TSG 1899 Hoffenheim,Bundesliga,5000000.0,4.0,0.0,0.0,0.0,0.0,46.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Fisnik Asllani,Centre-Forward,23,TSG 1899 Hoffenheim,Bundesliga,30000000.0,33.0,11.0,10.0,2.0,0.0,2368.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Tim Lemperle,Centre-Forward,24,TSG 1899 Hoffenheim,Bundesliga,15000000.0,29.0,8.0,2.0,1.0,0.0,1995.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Adam Hlozek,Centre-Forward,23,TSG 1899 Hoffenheim,Bundesliga,12000000.0,3.0,0.0,0.0,0.0,0.0,22.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Max Moerstedt,Centre-Forward,20,TSG 1899 Hoffenheim,Bundesliga,7000000.0,23.0,4.0,0.0,2.0,0.0,425.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Yannick Eduardo,Centre-Forward,20,TSG 1899 Hoffenheim,Bundesliga,2500000.0,1.0,0.0,0.0,0.0,0.0,1.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Deniz Zeitler,Centre-Forward,19,TSG 1899 Hoffenheim,Bundesliga,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Ihlas Bebou,Centre-Forward,32,TSG 1899 Hoffenheim,Bundesliga,800000.0,17.0,0.0,0.0,1.0,0.0,219.0,533,https://tmssl.akamaized.net/images/wappen/medium/533.png
Noah Atubolu,Goalkeeper,23,SC Freiburg,Bundesliga,20000000.0,46.0,0.0,0.0,1.0,0.0,4140.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Florian Müller,Goalkeeper,28,SC Freiburg,Bundesliga,1200000.0,4.0,0.0,0.0,1.0,0.0,420.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Jannik Huth,Goalkeeper,32,SC Freiburg,Bundesliga,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Philipp Lienhart,Centre-Back,29,SC Freiburg,Bundesliga,12000000.0,30.0,2.0,0.0,6.0,0.0,2187.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Bruno Ogbus,Centre-Back,20,SC Freiburg,Bundesliga,10000000.0,21.0,0.0,0.0,2.0,0.0,1385.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Matthias Ginter,Centre-Back,32,SC Freiburg,Bundesliga,6000000.0,48.0,4.0,7.0,4.0,0.0,4373.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Max Rosenfelder,Centre-Back,23,SC Freiburg,Bundesliga,6000000.0,18.0,0.0,0.0,0.0,0.0,829.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Anthony Jung,Centre-Back,34,SC Freiburg,Bundesliga,700000.0,14.0,0.0,0.0,2.0,0.0,611.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Jordy Makengo,Left-Back,24,SC Freiburg,Bundesliga,6000000.0,29.0,0.0,1.0,4.0,0.0,1819.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Christian Günter,Left-Back,33,SC Freiburg,Bundesliga,2000000.0,37.0,0.0,6.0,5.0,0.0,2455.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Philipp Treu,Right-Back,25,SC Freiburg,Bundesliga,10000000.0,42.0,1.0,2.0,3.0,0.0,3168.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Lukas Kübler,Right-Back,33,SC Freiburg,Bundesliga,1500000.0,31.0,2.0,1.0,4.0,0.0,2068.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Patrick Osterhage,Defensive Midfield,26,SC Freiburg,Bundesliga,12000000.0,31.0,2.0,0.0,5.0,0.0,1834.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Nicolas Höfler,Defensive Midfield,36,SC Freiburg,Bundesliga,500000.0,15.0,0.0,0.0,1.0,0.0,280.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Johan Manzambi,Central Midfield,20,SC Freiburg,Bundesliga,35000000.0,43.0,6.0,8.0,6.0,2.0,3311.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Maximilian Eggestein,Central Midfield,29,SC Freiburg,Bundesliga,10000000.0,49.0,6.0,1.0,5.0,1.0,4433.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Daniel-Kofi Kyereh,Attacking Midfield,30,SC Freiburg,Bundesliga,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Derry Scherhant,Left Winger,23,SC Freiburg,Bundesliga,6000000.0,46.0,6.0,2.0,2.0,0.0,1717.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Vincenzo Grifo,Left Winger,33,SC Freiburg,Bundesliga,5000000.0,49.0,14.0,8.0,5.0,0.0,2768.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Cyriaque Irié,Right Winger,20,SC Freiburg,Bundesliga,8000000.0,15.0,0.0,0.0,3.0,0.0,410.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Niklas Beste,Right Winger,27,SC Freiburg,Bundesliga,7000000.0,44.0,2.0,7.0,6.0,0.0,2913.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Yuito Suzuki,Second Striker,24,SC Freiburg,Bundesliga,18000000.0,41.0,9.0,7.0,4.0,0.0,2951.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Maximilian Philipp,Second Striker,32,SC Freiburg,Bundesliga,600000.0,1.0,0.0,0.0,0.0,0.0,23.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Igor Matanovic,Centre-Forward,23,SC Freiburg,Bundesliga,10000000.0,46.0,12.0,3.0,4.0,0.0,2280.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Lucas Höler,Centre-Forward,31,SC Freiburg,Bundesliga,3000000.0,44.0,5.0,3.0,5.0,0.0,2304.0,60,https://tmssl.akamaized.net/images/wappen/medium/60.png
Marvin Schwäbe,Goalkeeper,31,1.FC Köln,Bundesliga,3000000.0,32.0,0.0,0.0,2.0,0.0,2880.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Ron-Robert Zieler,Goalkeeper,37,1.FC Köln,Bundesliga,500000.0,2.0,0.0,0.0,1.0,0.0,180.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Matthias Köbbing,Goalkeeper,28,1.FC Köln,Bundesliga,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Rav van den Berg,Centre-Back,21,1.FC Köln,Bundesliga,8000000.0,14.0,0.0,1.0,0.0,1.0,1132.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Jahmai Simpson-Pusey,Centre-Back,20,1.FC Köln,Bundesliga,6000000.0,10.0,0.0,0.0,2.0,1.0,774.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Joël Schmied,Centre-Back,27,1.FC Köln,Bundesliga,3500000.0,16.0,0.0,0.0,4.0,0.0,1144.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Cenk Özkacar,Centre-Back,25,1.FC Köln,Bundesliga,3000000.0,25.0,0.0,0.0,2.0,0.0,1707.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Timo Hübers,Centre-Back,29,1.FC Köln,Bundesliga,2500000.0,9.0,0.0,0.0,0.0,0.0,761.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Dominique Heintz,Centre-Back,32,1.FC Köln,Bundesliga,700000.0,8.0,0.0,0.0,0.0,0.0,381.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Luca Kilian,Centre-Back,26,1.FC Köln,Bundesliga,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Kristoffer Lund,Left-Back,24,1.FC Köln,Bundesliga,4000000.0,33.0,0.0,2.0,2.0,0.0,2217.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Sebastian Sebulonsen,Right-Back,26,1.FC Köln,Bundesliga,5500000.0,31.0,0.0,0.0,5.0,0.0,2505.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Eric Martel,Defensive Midfield,24,1.FC Köln,Bundesliga,8000000.0,32.0,3.0,2.0,11.0,0.0,2654.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Tom Krauß,Defensive Midfield,24,1.FC Köln,Bundesliga,4500000.0,26.0,0.0,1.0,4.0,0.0,1804.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Fayssal Harchaoui,Defensive Midfield,20,1.FC Köln,Bundesliga,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Ísak Jóhannesson,Central Midfield,23,1.FC Köln,Bundesliga,8000000.0,31.0,2.0,4.0,5.0,0.0,1870.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Denis Huseinbasic,Central Midfield,24,1.FC Köln,Bundesliga,3000000.0,16.0,0.0,0.0,1.0,0.0,750.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Felipe Chávez,Central Midfield,19,1.FC Köln,Bundesliga,2000000.0,9.0,0.0,0.0,0.0,0.0,108.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Alessio Castro-Montes,Right Midfield,29,1.FC Köln,Bundesliga,3000000.0,12.0,1.0,3.0,2.0,0.0,582.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Florian Kainz,Attacking Midfield,33,1.FC Köln,Bundesliga,1000000.0,15.0,1.0,1.0,1.0,0.0,279.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Said El Mala,Left Winger,19,1.FC Köln,Bundesliga,35000000.0,34.0,12.0,5.0,4.0,0.0,1868.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Linton Maina,Left Winger,26,1.FC Köln,Bundesliga,3000000.0,24.0,2.0,1.0,1.0,0.0,983.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Marius Bülter,Left Winger,33,1.FC Köln,Bundesliga,2000000.0,32.0,4.0,4.0,3.0,0.0,1560.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Jan Thielmann,Right Winger,23,1.FC Köln,Bundesliga,5000000.0,26.0,3.0,1.0,4.0,0.0,1560.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Youssoupha Niang,Right Winger,20,1.FC Köln,Bundesliga,2000000.0,8.0,0.0,0.0,0.0,0.0,177.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Ragnar Ache,Centre-Forward,27,1.FC Köln,Bundesliga,8000000.0,31.0,8.0,7.0,3.0,0.0,1831.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
Luca Waldschmidt,Centre-Forward,30,1.FC Köln,Bundesliga,2000000.0,25.0,5.0,4.0,1.0,0.0,721.0,3,https://tmssl.akamaized.net/images/wappen/medium/3.png
